Date,Open,High,Low,Close,Volume,Currency
2020-07-14,0.028620999306440353,0.028752999380230904,0.02731899917125702,0.02816000021994114,947579,USD
2020-07-15,0.028158999979496002,0.02973099984228611,0.02746500074863434,0.028808999806642532,932192,USD
2020-07-16,0.028906000778079033,0.029391000047326088,0.028661999851465225,0.028703000396490097,1065176,USD
2020-07-17,0.02870500087738037,0.029705999419093132,0.028558000922203064,0.028852999210357666,1081407,USD
2020-07-18,0.028960999101400375,0.02938299998641014,0.02850000001490116,0.028845999389886856,978039,USD
2020-07-19,0.028845999389886856,0.03513599932193756,0.028668999671936035,0.031706999987363815,1414862,USD
2020-07-20,0.03169199824333191,0.04089599847793579,0.03103500045835972,0.03847299888730049,2870746,USD
2020-07-21,0.03852599859237671,0.03852599859237671,0.03335599973797798,0.03503299877047539,1603001,USD
2020-07-22,0.035048000514507294,0.039987001568078995,0.03401799872517586,0.03954799845814705,1939484,USD
2020-07-23,0.03954799845814705,0.05441899970173836,0.038394998759031296,0.05376899987459183,3717970,USD
2020-07-24,0.05376899987459183,0.06133799999952316,0.05073999986052513,0.058451998978853226,11163742,USD
2020-07-25,0.05846000090241432,0.05898300185799599,0.054882001131772995,0.05704599991440773,7948226,USD
2020-07-26,0.057075001299381256,0.05759099870920181,0.05485299974679947,0.05652099847793579,7032346,USD
2020-07-27,0.05652099847793579,0.05753900110721588,0.04274800047278404,0.04777900129556656,9087471,USD
2020-07-28,0.047807998955249786,0.04853999987244606,0.04604199901223183,0.047690000385046005,6380969,USD
2020-07-29,0.047835998237133026,0.048454999923706055,0.046147000044584274,0.046507999300956726,5370713,USD
2020-07-30,0.046518001705408096,0.046918999403715134,0.044520001858472824,0.04569200053811073,5670269,USD
2020-07-31,0.04569200053811073,0.04853300005197525,0.0447550006210804,0.04711199924349785,6500291,USD
2020-08-01,0.04710099846124649,0.04813700169324875,0.045205000787973404,0.04552999883890152,5569451,USD
2020-08-02,0.045524999499320984,0.04806699976325035,0.04515799880027771,0.04632300138473511,5804833,USD
2020-08-03,0.04632699862122536,0.05169900134205818,0.04632499814033508,0.05075899884104729,6116131,USD
2020-08-04,0.050696998834609985,0.05145400017499924,0.047954000532627106,0.048771001398563385,5763540,USD
2020-08-05,0.04874200001358986,0.05149200186133385,0.04812999814748764,0.05077999830245972,6124824,USD
2020-08-06,0.05077999830245972,0.06097299978137016,0.05038800090551376,0.05863400176167488,9503328,USD
2020-08-07,0.058671001344919205,0.07252199947834015,0.05784599855542183,0.058031998574733734,15325813,USD
2020-08-08,0.057962000370025635,0.08622600138187408,0.053964000195264816,0.08537700027227402,17164408,USD
2020-08-09,0.08532500267028809,0.1803710013628006,0.0845080018043518,0.1738239973783493,47134111,USD
