Date,Open,High,Low,Close,Volume,Currency
2021-12-15,8.141786575317383,8.385149002075195,7.872793197631836,8.354240417480469,15350564,USD
2021-12-16,8.35204029083252,11.312623023986816,8.32252311706543,11.073952674865723,79939576,USD
2021-12-17,11.076741218566895,11.185279846191406,9.358009338378906,10.32021427154541,38371055,USD
2021-12-18,10.32021427154541,10.898991584777832,10.217418670654297,10.834615707397461,18954135,USD
2021-12-19,10.834615707397461,11.228057861328125,10.570033073425293,10.94573974609375,20674565,USD
2021-12-20,10.94573974609375,11.009119033813477,10.431548118591309,10.774476051330566,12930052,USD
2021-12-21,10.76710319519043,10.976410865783691,10.637578964233398,10.875772476196289,10187030,USD
2021-12-22,10.876859664916992,10.911635398864746,10.658737182617188,10.807723999023438,9072059,USD
2021-12-23,10.807723999023438,12.976359367370605,10.713947296142578,12.796886444091797,53133876,USD
2021-12-24,12.797819137573242,13.415772438049316,12.557417869567871,12.945387840270996,34995594,USD
2021-12-25,12.945387840270996,13.283016204833984,12.870858192443848,13.184539794921875,11342278,USD
2021-12-26,13.184540748596191,13.229738235473633,12.870558738708496,13.168218612670898,9272207,USD
2021-12-27,13.167596817016602,16.005395889282227,13.104965209960938,16.005395889282227,76202402,USD
2021-12-28,15.986875534057617,17.31555938720703,13.107064247131348,15.064765930175781,137485004,USD
2021-12-29,15.064643859863281,15.154680252075195,14.29701042175293,14.617366790771484,24716392,USD
2021-12-30,14.615976333618164,14.970670700073242,14.49465274810791,14.700600624084473,20392604,USD
2021-12-31,14.702816009521484,14.831948280334473,14.094014167785645,14.364715576171875,9949953,USD
2022-01-01,14.363341331481934,14.396910667419434,14.013476371765137,14.04702091217041,8657441,USD
2022-01-02,14.046899795532227,14.12254810333252,12.656412124633789,12.955950736999512,47044426,USD
2022-01-03,12.95586109161377,13.26797866821289,12.781813621520996,13.103156089782715,15431285,USD
2022-01-04,13.103104591369629,13.21505069732666,12.901456832885742,13.03071403503418,10265185,USD
2022-01-05,13.030671119689941,13.12336540222168,12.000418663024902,12.196870803833008,14915122,USD
2022-01-06,12.196629524230957,12.196629524230957,10.468520164489746,11.081164360046387,34231194,USD
2022-01-07,11.11031436920166,11.809663772583008,10.733865737915039,10.85773754119873,13681717,USD
2022-01-08,10.857821464538574,11.0020112991333,9.599322319030762,9.902962684631348,17501938,USD
2022-01-09,9.902958869934082,10.625579833984375,8.776604652404785,9.870537757873535,26033281,USD
2022-01-10,9.870527267456055,11.570587158203125,9.764745712280273,10.904970169067383,39226282,USD
2022-01-11,10.904956817626953,11.078429222106934,10.619776725769043,11.05500316619873,11752474,USD
2022-01-12,11.09109115600586,12.92538070678711,11.09109115600586,12.909737586975098,43721997,USD
2022-01-13,12.909708976745605,13.681562423706055,12.582887649536133,12.678131103515625,47195269,USD
2022-01-14,12.678211212158203,13.223746299743652,12.129314422607422,12.926074981689453,27227837,USD
2022-01-15,12.924363136291504,13.080727577209473,12.597819328308105,13.00843334197998,10237504,USD
2022-01-16,13.00795841217041,13.038262367248535,12.742347717285156,12.88780689239502,7795543,USD
2022-01-17,12.887813568115234,12.900285720825195,11.493404388427734,11.92929458618164,28727804,USD
2022-01-18,11.929292678833008,11.976609230041504,11.06916332244873,11.660036087036133,16854918,USD
2022-01-19,11.6600341796875,11.937302589416504,11.331972122192383,11.638632774353027,7903670,USD
2022-01-20,11.636821746826172,11.636821746826172,11.118309020996094,11.182784080505371,7853933,USD
2022-01-21,11.182778358459473,11.291958808898926,9.351463317871094,9.847978591918945,27493925,USD
2022-01-22,9.844473838806152,10.092015266418457,8.95971965789795,9.72349739074707,22138873,USD
2022-01-23,9.723496437072754,11.105463981628418,9.723496437072754,10.777643203735352,28187758,USD
2022-01-24,10.778903007507324,10.79076862335205,9.092408180236816,9.097691535949707,16037167,USD
2022-01-25,9.097519874572754,9.339597702026367,8.030108451843262,8.893171310424805,11978830,USD
2022-01-26,8.893088340759277,9.378762245178223,8.529318809509277,9.215900421142578,13354903,USD
2022-01-27,9.21591854095459,9.581478118896484,9.118057250976562,9.333064079284668,6983657,USD
2022-01-28,9.333242416381836,10.1498441696167,9.278608322143555,10.008282661437988,15109363,USD
2022-01-29,10.008281707763672,10.125425338745117,9.665777206420898,9.774059295654297,8409981,USD
2022-01-30,9.774090766906738,9.912731170654297,9.668810844421387,9.832099914550781,4566089,USD
2022-01-31,9.832220077514648,9.832220077514648,9.448267936706543,9.68181324005127,5188597,USD
2022-02-01,9.682014465332031,9.854013442993164,9.663928985595703,9.723029136657715,4904784,USD
2022-02-02,9.723030090332031,9.765480995178223,9.499212265014648,9.5735502243042,4138881,USD
2022-02-03,9.573322296142578,9.601851463317871,9.282624244689941,9.451166152954102,4566181,USD
2022-02-04,9.453200340270996,9.76828384399414,9.404666900634766,9.700217247009277,5737981,USD
2022-02-05,9.697341918945312,9.993622779846191,9.648536682128906,9.706527709960938,9285634,USD
2022-02-06,9.706524848937988,9.85512924194336,9.605095863342285,9.804141998291016,6649118,USD
2022-02-07,9.808554649353027,10.851151466369629,9.648338317871094,10.627126693725586,15730477,USD
2022-02-08,10.62784194946289,10.869935035705566,9.854785919189453,10.07304859161377,19223130,USD
2022-02-09,10.073850631713867,10.276909828186035,9.962958335876465,10.190067291259766,5582706,USD
2022-02-10,10.190272331237793,10.203574180603027,9.685833930969238,9.822237968444824,7402977,USD
2022-02-11,9.829923629760742,9.890913963317871,9.628034591674805,9.741994857788086,4070453,USD
2022-02-12,9.738987922668457,9.799012184143066,9.5032958984375,9.710616111755371,4591752,USD
2022-02-13,9.710613250732422,9.980585098266602,9.58845043182373,9.636735916137695,5598829,USD
2022-02-14,9.64842700958252,9.6704740524292,9.470158576965332,9.599884986877441,5580124,USD
2022-02-15,9.602007865905762,9.833954811096191,9.572440147399902,9.758397102355957,6419517,USD
2022-02-16,9.758256912231445,9.766942977905273,9.621673583984375,9.693546295166016,3499912,USD
2022-02-17,9.693557739257812,9.724715232849121,9.510151863098145,9.526844024658203,4484125,USD
2022-02-18,9.526301383972168,9.633578300476074,9.322872161865234,9.370963096618652,4756113,USD
2022-02-19,9.371434211730957,9.469325065612793,8.709667205810547,9.038412094116211,7926483,USD
2022-02-20,9.03829574584961,9.061678886413574,8.242913246154785,8.640936851501465,7815225,USD
2022-02-21,8.640294075012207,9.720308303833008,8.564475059509277,8.73460578918457,12591328,USD
2022-02-22,8.734589576721191,8.852814674377441,8.325145721435547,8.755914688110352,6055409,USD
2022-02-23,8.752836227416992,8.912455558776855,8.562744140625,8.62417984008789,4903245,USD
2022-02-24,8.624267578125,8.649105072021484,7.673670768737793,8.130996704101562,11054537,USD
2022-02-25,8.121706008911133,9.03935432434082,8.088436126708984,8.892874717712402,11075661,USD
2022-02-26,8.892877578735352,9.696538925170898,8.84406852722168,8.981992721557617,13464751,USD
2022-02-27,8.9819917678833,9.107136726379395,8.492627143859863,8.637990951538086,7875113,USD
2022-02-28,8.637994766235352,9.150771141052246,8.5463285446167,9.150771141052246,6514774,USD
2022-03-01,9.15108585357666,9.395280838012695,8.775309562683105,8.940482139587402,10257390,USD
2022-03-02,8.936487197875977,9.137995719909668,8.815652847290039,8.942055702209473,6205929,USD
2022-03-03,8.945478439331055,8.982356071472168,8.5869779586792,8.710176467895508,4792190,USD
2022-03-04,8.710469245910645,8.710469245910645,8.25264835357666,8.313047409057617,4390688,USD
2022-03-05,8.313047409057617,8.490412712097168,8.168431282043457,8.45164966583252,3043659,USD
2022-03-06,8.451648712158203,8.544647216796875,8.200058937072754,8.2631196975708,2208532,USD
